sku,name,description,price
SKU07511,"Product 7511","Description for product 7511",6.46
SKU07512,"Product 7512","Description for product 7512",34.66
SKU07513,"Product 7513","Description for product 7513",23.62
SKU07514,"Product 7514","Description for product 7514",39.97
SKU07515,"Product 7515","Description for product 7515",18.77
SKU07516,"Product 7516","Description for product 7516",46.55
SKU07517,"Product 7517","Description for product 7517",26.35
SKU07518,"Product 7518","Description for product 7518",23.29
SKU07519,"Product 7519","Description for product 7519",16.37
SKU07520,"Product 7520","Description for product 7520",92.69
SKU07521,"Product 7521","Description for product 7521",70.18
SKU07522,"Product 7522","Description for product 7522",50.32
SKU07523,"Product 7523","Description for product 7523",92.31
SKU07524,"Product 7524","Description for product 7524",11.8
SKU07525,"Product 7525","Description for product 7525",50.7
SKU07526,"Product 7526","Description for product 7526",42.66
SKU07527,"Product 7527","Description for product 7527",19.94
SKU07528,"Product 7528","Description for product 7528",24.44
SKU07529,"Product 7529","Description for product 7529",73.74
SKU07530,"Product 7530","Description for product 7530",56.15
SKU07531,"Product 7531","Description for product 7531",92.22
SKU07532,"Product 7532","Description for product 7532",19
SKU07533,"Product 7533","Description for product 7533",5.43
SKU07534,"Product 7534","Description for product 7534",37.96
SKU07535,"Product 7535","Description for product 7535",95.02
SKU07536,"Product 7536","Description for product 7536",50.88
SKU07537,"Product 7537","Description for product 7537",67.95
SKU07538,"Product 7538","Description for product 7538",40.71
SKU07539,"Product 7539","Description for product 7539",15.89
SKU07540,"Product 7540","Description for product 7540",5.19
SKU07541,"Product 7541","Description for product 7541",76.34
SKU07542,"Product 7542","Description for product 7542",40.77
SKU07543,"Product 7543","Description for product 7543",22.43
SKU07544,"Product 7544","Description for product 7544",23.72
SKU07545,"Product 7545","Description for product 7545",41.12
SKU07546,"Product 7546","Description for product 7546",19.42
SKU07547,"Product 7547","Description for product 7547",79.95
SKU07548,"Product 7548","Description for product 7548",72.36
SKU07549,"Product 7549","Description for product 7549",37.2
SKU07550,"Product 7550","Description for product 7550",47.9
SKU07551,"Product 7551","Description for product 7551",10.16
SKU07552,"Product 7552","Description for product 7552",46.86
SKU07553,"Product 7553","Description for product 7553",60.59
SKU07554,"Product 7554","Description for product 7554",18.18
SKU07555,"Product 7555","Description for product 7555",3.46
SKU07556,"Product 7556","Description for product 7556",13.9
SKU07557,"Product 7557","Description for product 7557",6.52
SKU07558,"Product 7558","Description for product 7558",86.23
SKU07559,"Product 7559","Description for product 7559",60.04
SKU07560,"Product 7560","Description for product 7560",15.91
SKU07561,"Product 7561","Description for product 7561",47.61
SKU07562,"Product 7562","Description for product 7562",82.97
SKU07563,"Product 7563","Description for product 7563",15.33
SKU07564,"Product 7564","Description for product 7564",98.22
SKU07565,"Product 7565","Description for product 7565",69.1
SKU07566,"Product 7566","Description for product 7566",4.91
SKU07567,"Product 7567","Description for product 7567",55.32
SKU07568,"Product 7568","Description for product 7568",58.64
SKU07569,"Product 7569","Description for product 7569",98.78
SKU07570,"Product 7570","Description for product 7570",48.22
SKU07571,"Product 7571","Description for product 7571",76.4
SKU07572,"Product 7572","Description for product 7572",91.77
SKU07573,"Product 7573","Description for product 7573",24.18
SKU07574,"Product 7574","Description for product 7574",79.68
SKU07575,"Product 7575","Description for product 7575",20.43
SKU07576,"Product 7576","Description for product 7576",35.23
SKU07577,"Product 7577","Description for product 7577",47.91
SKU07578,"Product 7578","Description for product 7578",12.71
SKU07579,"Product 7579","Description for product 7579",89.77
SKU07580,"Product 7580","Description for product 7580",98.81
SKU07581,"Product 7581","Description for product 7581",62.53
SKU07582,"Product 7582","Description for product 7582",67.12
SKU07583,"Product 7583","Description for product 7583",31.06
SKU07584,"Product 7584","Description for product 7584",43.14
SKU07585,"Product 7585","Description for product 7585",4.17
SKU07586,"Product 7586","Description for product 7586",90.82
SKU07587,"Product 7587","Description for product 7587",15.27
SKU07588,"Product 7588","Description for product 7588",91.6
SKU07589,"Product 7589","Description for product 7589",17.29
SKU07590,"Product 7590","Description for product 7590",27.53
SKU07591,"Product 7591","Description for product 7591",80.35
SKU07592,"Product 7592","Description for product 7592",51.92
SKU07593,"Product 7593","Description for product 7593",94.78
SKU07594,"Product 7594","Description for product 7594",38.84
SKU07595,"Product 7595","Description for product 7595",87.95
SKU07596,"Product 7596","Description for product 7596",7.06
SKU07597,"Product 7597","Description for product 7597",66.3
SKU07598,"Product 7598","Description for product 7598",63.35
SKU07599,"Product 7599","Description for product 7599",14.65
SKU07600,"Product 7600","Description for product 7600",95.14
SKU07601,"Product 7601","Description for product 7601",14.52
SKU07602,"Product 7602","Description for product 7602",24.38
SKU07603,"Product 7603","Description for product 7603",47.84
SKU07604,"Product 7604","Description for product 7604",25.83
SKU07605,"Product 7605","Description for product 7605",23.64
SKU07606,"Product 7606","Description for product 7606",6.89
SKU07607,"Product 7607","Description for product 7607",36.65
SKU07608,"Product 7608","Description for product 7608",72.14
SKU07609,"Product 7609","Description for product 7609",43.95
SKU07610,"Product 7610","Description for product 7610",68.97
SKU07611,"Product 7611","Description for product 7611",70.04
SKU07612,"Product 7612","Description for product 7612",56.9
SKU07613,"Product 7613","Description for product 7613",63.64
SKU07614,"Product 7614","Description for product 7614",24.13
SKU07615,"Product 7615","Description for product 7615",79.15
SKU07616,"Product 7616","Description for product 7616",63.51
SKU07617,"Product 7617","Description for product 7617",66.23
SKU07618,"Product 7618","Description for product 7618",68.06
SKU07619,"Product 7619","Description for product 7619",34.05
SKU07620,"Product 7620","Description for product 7620",68.54
SKU07621,"Product 7621","Description for product 7621",52.99
SKU07622,"Product 7622","Description for product 7622",92.62
SKU07623,"Product 7623","Description for product 7623",78.66
SKU07624,"Product 7624","Description for product 7624",17.17
SKU07625,"Product 7625","Description for product 7625",61.8
SKU07626,"Product 7626","Description for product 7626",4.09
SKU07627,"Product 7627","Description for product 7627",4.6
SKU07628,"Product 7628","Description for product 7628",72.13
SKU07629,"Product 7629","Description for product 7629",26.98
SKU07630,"Product 7630","Description for product 7630",29.73
SKU07631,"Product 7631","Description for product 7631",81.16
SKU07632,"Product 7632","Description for product 7632",87.83
SKU07633,"Product 7633","Description for product 7633",39.49
SKU07634,"Product 7634","Description for product 7634",55.9
SKU07635,"Product 7635","Description for product 7635",30.07
SKU07636,"Product 7636","Description for product 7636",27.22
SKU07637,"Product 7637","Description for product 7637",60.95
SKU07638,"Product 7638","Description for product 7638",86.98
SKU07639,"Product 7639","Description for product 7639",88.63
SKU07640,"Product 7640","Description for product 7640",60.75
SKU07641,"Product 7641","Description for product 7641",51.89
SKU07642,"Product 7642","Description for product 7642",91.16
SKU07643,"Product 7643","Description for product 7643",34.28
SKU07644,"Product 7644","Description for product 7644",8.16
SKU07645,"Product 7645","Description for product 7645",7.93
SKU07646,"Product 7646","Description for product 7646",57.98
SKU07647,"Product 7647","Description for product 7647",77.79
SKU07648,"Product 7648","Description for product 7648",89.64
SKU07649,"Product 7649","Description for product 7649",35.38
SKU07650,"Product 7650","Description for product 7650",77.36
SKU07651,"Product 7651","Description for product 7651",12.21
SKU07652,"Product 7652","Description for product 7652",2.84
SKU07653,"Product 7653","Description for product 7653",12.2
SKU07654,"Product 7654","Description for product 7654",48.07
SKU07655,"Product 7655","Description for product 7655",64.54
SKU07656,"Product 7656","Description for product 7656",43.23
SKU07657,"Product 7657","Description for product 7657",94.5
SKU07658,"Product 7658","Description for product 7658",11.72
SKU07659,"Product 7659","Description for product 7659",29.32
SKU07660,"Product 7660","Description for product 7660",40.54
SKU07661,"Product 7661","Description for product 7661",98.42
SKU07662,"Product 7662","Description for product 7662",93.78
SKU07663,"Product 7663","Description for product 7663",7.74
SKU07664,"Product 7664","Description for product 7664",82.24
SKU07665,"Product 7665","Description for product 7665",85.02
SKU07666,"Product 7666","Description for product 7666",35
SKU07667,"Product 7667","Description for product 7667",34.28
SKU07668,"Product 7668","Description for product 7668",10.9
SKU07669,"Product 7669","Description for product 7669",11.25
SKU07670,"Product 7670","Description for product 7670",82.89
SKU07671,"Product 7671","Description for product 7671",8.07
SKU07672,"Product 7672","Description for product 7672",62.66
SKU07673,"Product 7673","Description for product 7673",28.49
SKU07674,"Product 7674","Description for product 7674",44.19
SKU07675,"Product 7675","Description for product 7675",95.55
SKU07676,"Product 7676","Description for product 7676",99.97
SKU07677,"Product 7677","Description for product 7677",96.45
SKU07678,"Product 7678","Description for product 7678",61.67
SKU07679,"Product 7679","Description for product 7679",55.72
SKU07680,"Product 7680","Description for product 7680",20.07
SKU07681,"Product 7681","Description for product 7681",74.85
SKU07682,"Product 7682","Description for product 7682",27.39
SKU07683,"Product 7683","Description for product 7683",63.48
SKU07684,"Product 7684","Description for product 7684",98.02
SKU07685,"Product 7685","Description for product 7685",63.95
SKU07686,"Product 7686","Description for product 7686",61.48
SKU07687,"Product 7687","Description for product 7687",17.67
SKU07688,"Product 7688","Description for product 7688",36.96
SKU07689,"Product 7689","Description for product 7689",13.49
SKU07690,"Product 7690","Description for product 7690",79.98
SKU07691,"Product 7691","Description for product 7691",24.82
SKU07692,"Product 7692","Description for product 7692",49.21
